,LID,TYPE40,PD40,CL40,TYPE41,PD41,CL41,TYPE42,PD42,CL42,TYPE43,PD43,CL43,TYPE80,obscode,Dia,Ano,Start,LULC,habitat,MQCOMP1,SHDI,ELEV_MEAN,ELEV_RANGE
26,27D7502,0.319065872,2.94148984,0.82,0.259048543,3.338998884,0.7791,0.038030074,1.430981168,0.7046,0.02,1.669563681,0.5306,0.36,19,163,2007,634,0,5,0.419713759,2.1219,1338.4,350.8994141
27,27D7509,0.410739119,2.307177574,0.8432,0.352942002,2.386762022,0.8127,0.045621764,1.432005785,0.7465,0.01,1.352549907,0.5092,0.34,19,163,2007,514,0,5,-0.423932594,1.9543,1430.83,320.5732422
,,0,,,0,,,0,,,0.00,,,0.00,,,,,,,0,,,
28,27D7607,0.41324581,1.98943959,0.8606,0.329379112,2.94434971,0.7994,0.066463104,2.387275299,0.6795,0.02,1.511984531,0.5343,0.46,11,165,2006,807,0,2,-0.670382745,1.8552,1476.26,417.616333
,,0,,,0,,,0,,,0.00,,,0.00,,,,,,,0,,,
29,28A2101,0.553047512,2.387895551,0.6937,0.548893568,2.467595745,0.6938,0.004368803,0.636823985,0.5172,0.00,NA,NA,0.18,11,174,2006,751,0,5,0.569934506,1.6537,675.3169242,120.5085449
30,28A2104,0.505205536,0.477720178,0.7596,0.504847437,0.477720178,0.7625,0.000644578,0.079641473,1,0.00,0.079641473,1,0.03,11,174,2006,700,0,5,-0.747582228,1.5339,621.1857564,92.55004883
31,28A2105,0.658113647,1.59094685,0.6768,0.657898788,1.59094685,0.6784,0.000644578,0.159146105,0.8332,0.00,0.079573053,0.5999,0.01,11,174,2006,640,0,15,-0.670235825,1.2788,645.9098428,112.958252
32,28A2106,0.624380757,1.816950161,0.6813,0.620083574,1.989680682,0.6816,0.004368803,0.557162037,0.5835,0.00,0.238710236,0.588,0.11,11,174,2006,739,0,5,-0.08349292,1.5387,655.5341597,143.0164185
33,28A2204,0.390972075,3.262098818,0.7635,0.377149469,3.421314715,0.7466,0.007949789,0.875165414,0.5422,0.01,0.397778733,0.461,0.41,11,174,2006,835,0,5,0.639500156,1.8154,705.98273,152.9526978
34,28A2206,0.419906444,2.405951856,0.7665,0.393192287,2.945359937,0.7406,0.018692748,1.751326623,0.5871,0.01,0.636869609,0.4122,0.39,11,174,2006,924,0,5,0.627735835,1.8537,762.7765112,215.4894409
35,28A2304,0.488160041,2.387895551,0.8004,0.487372224,2.547166344,0.7986,0,NA,NA,0.00,0.0795706,0.8666,0.30,11,174,2006,559,0,2,1.127063651,1.6689,759.2204569,221.4007568
36,28A2306,0.567013358,1.122751612,0.8173,0.567156597,1.353315518,0.8182,0.000358099,0.0795763,1,0.00,NA,NA,0.31,11,174,2006,548,0,1,-0.244040256,1.4824,793.1333232,222.2283936
37,28A2308,0.544668004,2.864345235,0.7427,0.542877511,3.102987096,0.7414,0.000644578,0.159180294,0.8332,0.00,0.079590147,0.8666,0.14,11,174,2006,629,0,2,0.972951229,1.6779,680.7044849,150.7581177
38,28A2412,0.429217008,1.353315518,0.7756,0.406012218,1.990055524,0.753,0.020626481,1.592044419,0.6307,0.00,0.477587405,0.4591,0.39,19,165,2007,1029,0,1,0.199167406,1.8283,801.7442907,186.852478
39,28A2413,0.564721527,2.228754352,0.7869,0.554981244,2.069613153,0.7845,0.008451127,0.636823985,0.6566,0.00,NA,NA,0.29,19,165,2007,1002,0,5,-0.543148937,1.5276,862.7568223,180.4246216
40,28A2415,0.57954681,2.666260201,0.787,0.567514696,2.069441862,0.7827,0.009740283,0.795929284,0.6465,0.00,0.159237307,0.7034,0.28,19,165,2007,939,3,5,-0.586066689,1.5463,853.069737,169.4454346
41,28A2505,0.445832784,2.726133586,0.7338,0.41847405,2.944727025,0.7333,0.027501974,0.795851157,0.8133,0.00,NA,NA,0.34,11,173,2006,938,0,5,-0.420539695,1.766,926.7258891,76.76806641
42,28A2602,0.493030183,3.025563483,0.7816,0.469252434,2.707103432,0.7803,0.022488593,1.194321691,0.6699,0.00,NA,NA,0.33,11,173,2006,806,0,15,-0.211887079,1.7225,893.6814586,147.9209595
43,28A3101,0.354732495,1.193947776,0.7734,0.347284044,1.512359768,0.7636,0.005729578,0.795965184,0.5756,0.00,0.238841393,0.4132,0.26,19,165,2007,523,0,4,6.496201287,1.9939,763.1369685,269.0657349
44,28A3202,0.604900192,0.71631063,0.8385,0.584058852,0.875547937,0.8151,0.020053523,1.830585903,0.5828,0.00,0.318345989,0.5307,0.31,11,167,2006,918,0,5,-0.660995435,1.5198,930.4726737,456.1072998
45,28A3205,0.660262239,0.721397852,0.8328,0.645150477,0.795623201,0.8151,0.01289155,1.193434801,0.6512,0.00,0.477348013,0.3663,0.23,11,167,2006,858,0,5,-0.12544993,1.4807,833.3353769,289.6374512
46,28A3306,0.464597152,1.749967671,0.7857,0.445116587,1.908973842,0.7687,0.019910283,1.511265602,0.6264,0.00,0.079567356,0.875,0.37,19,165,2007,758,0,5,-0.031615176,1.7593,850.1286208,165.5300903
47,28A3307,0.449342151,2.484586704,0.7851,0.428285952,2.147932448,0.7631,0.020125143,1.750210675,0.623,0.00,0.159062612,0.588,0.39,19,165,2007,718,0,5,0.189857533,1.7571,834.7058694,175.6782837
48,28A3402,0.544453145,1.844907775,0.7996,0.47555497,2.945993121,0.7792,0.067752259,1.671980079,0.797,0.00,NA,NA,0.32,11,168,2006,947,0,1,-0.713550253,1.6859,1097.82,227.5985718
49,28A3404,0.549466526,1.272600974,0.7948,0.523110467,1.908837194,0.7854,0.025854721,1.511157423,0.6583,0.00,NA,NA,0.32,11,168,2006,937,0,2,-0.588912783,1.5988,1070.22,208.2971802
50,28A3405,0.612993221,1.027160542,0.8526,0.580835965,1.671500967,0.8266,0.0312262,1.83077176,0.6383,0.00,0.0795706,0.5291,0.32,11,168,2006,847,0,5,-0.582594201,1.468,1017.29,413.3494263
51,28A3408,0.648230125,1.122050369,0.8399,0.623019982,1.352358416,0.8233,0.025281763,1.829676738,0.6321,0.00,NA,NA,0.27,11,168,2006,909,0,5,-0.541245833,1.4417,953.9927955,359.4712524
52,28A3409,0.63934928,0.795566232,0.8517,0.605616389,1.113818631,0.8234,0.034234228,1.909384863,0.6351,0.00,0.159061435,0.5906,0.29,11,168,2006,838,0,1,-0.562397992,1.4907,1012.15,462.2227783
53,28A3501,0.413460669,3.767413534,0.76,0.39748947,3.97817884,0.7511,0.017188734,1.113858754,0.6795,0.00,NA,NA,0.23,6,174,2004,610,0,5,4.066477492,1.9494,913.3867049,233.0866699
54,28A3508,0.411455317,2.449843766,0.7871,0.388178906,2.388472227,0.7585,0.023706129,1.35351906,0.6691,0.00,0.159282946,0.333,0.28,6,174,2004,643,0,12,4.065160495,1.9298,979.2187071,277.4014282
55,28A3601,0.42090912,2.147778673,0.7607,0.389253202,2.704653673,0.7532,0.030796481,1.909136598,0.7095,0.00,0.079590851,0.7999,0.44,19,171,2007,820,0,5,-0.630467736,1.722,1112.48,126.7825928
56,28A3605,0.501696169,2.003667932,0.8146,0.448482714,2.466182358,0.768,0.051566202,2.227477769,0.6882,0.00,0.238704589,0.3495,0.38,19,171,2007,750,0,1,-0.252142977,1.665,1153.28,249.1307983
57,28A3607,0.484006097,2.132194644,0.8343,0.398563766,2.86414014,0.7524,0.08322212,2.148137248,0.7141,0.00,0.318209222,0.5733,0.41,19,171,2007,833,1,2,-0.346090797,1.7183,1177.94,232.8669434
58,28A4103,0.316845661,2.865371146,0.8037,0.286550517,2.944861175,0.7641,0.015111762,1.512239914,0.5612,0.01,1.989823209,0.4902,0.53,11,167,2006,607,0,1,0.193682606,1.8581,935.532947,322.3272095
59,28A4105,0.629394138,1.193637413,0.8602,0.553835329,1.591516551,0.7977,0.022560213,2.307673279,0.5202,0.05,2.466876373,0.664,0.24,11,167,2006,646,0,2,-0.351663969,1.6832,1134.54,445.7905273
60,28A4106,0.648444985,0.705662312,0.8463,0.584989909,0.875422518,0.7924,0.023777748,1.989538175,0.5564,0.04,2.307838562,0.6409,0.21,11,167,2006,709,0,5,-0.13181081,1.6519,1051.64,450.6723633
61,28A4304,0.599815192,1.512239914,0.8837,0.512367508,1.989823209,0.8135,0.084654514,1.989823209,0.7369,0.00,0.477583295,0.5363,0.32,11,168,2006,815,0,5,-0.602155996,1.6569,1167.77,232.6454468
62,28B2103,0.546315258,3.502523642,0.6823,0.536216877,3.741382146,0.69,0.010528099,0.716445909,0.6215,0.00,NA,NA,0.12,19,170,2007,836,0,5,-1.019752259,1.5,975.912045,74.63378906
63,28B2107,0.545455821,1.909930927,0.674,0.536002017,2.467053058,0.684,0.009740283,0.557122131,0.6181,0.00,NA,NA,0.07,19,171,2007,516,0,1,-0.842840777,1.5025,964.894201,55.72717285
64,28B2111,0.584416951,2.625438744,0.6929,0.569878147,2.784512745,0.7068,0.015040142,1.113778999,0.5757,0.00,NA,NA,0.07,19,170,2007,847,0,5,-0.936334487,1.4224,962.581082,94.84399414
65,28B2113,0.57424695,1.192953919,0.7378,0.573673992,1.511049259,0.7384,0.000859437,0.238539374,0.4702,0.00,NA,NA,0.15,19,170,2007,900,0,5,-0.735225169,1.5563,956.1982422,57.6817627
66,28B2202,0.66255407,1.671477221,0.774,0.655965056,1.193893926,0.7783,0.008021409,0.875547937,0.6164,0.00,NA,NA,0.16,11,173,2006,531,0,5,-0.780950699,1.4563,945.1029072,170.9290161
67,28B2206,0.521105115,3.688359358,0.7465,0.488374901,3.740578182,0.7337,0.032945073,1.989627892,0.6806,0.00,0.079559201,0.4998,0.27,11,173,2006,611,0,5,-0.442130915,1.7079,931.1299634,234.5874634
68,28B2208,0.568947091,2.229393192,0.7538,0.559994625,1.831296525,0.7576,0.007448451,1.035103189,0.6074,0.00,0.079593407,0.9,0.22,11,173,2006,543,0,5,-0.658908325,1.5781,917.4486084,157.8253174
69,28B2301,0.540728919,1.58002414,0.8129,0.539224905,1.512251433,0.8107,0.003008028,0.636778367,0.5765,0.00,NA,NA,0.32,19,170,2007,800,0,15,-0.809622313,1.5936,997.5074807,112.5112305
70,28B2303,0.500693493,1.750574119,0.7989,0.494749056,1.989200444,0.7978,0.00515662,0.159084217,0.8656,0.00,0.079542108,0.5999,0.36,19,170,2007,700,0,5,-0.677049329,1.6906,1034.61,105.187561
71,28B2308,0.484292576,2.38744581,0.7238,0.484149337,2.069145423,0.7201,0,NA,NA,0.00,NA,NA,0.29,19,170,2007,719,0,1,-0.741251263,1.7098,991.4564902,65.07476807
72,28B2405,0.605043432,1.989200444,0.806,0.601820544,1.591360355,0.8022,0.003724226,0.477382197,0.6056,0.00,NA,NA,0.25,19,170,2007,549,0,15,-0.745759928,1.5426,968.1930107,178.0007324
73,28B2601,0.45987025,1.659476125,0.8271,0.457220321,1.751597764,0.8267,0.001360775,0.238795758,0.7584,0.00,NA,NA,0.45,6,175,2004,622,0,5,-0.672473628,1.5963,1075.8,190.2819214
74,28B2608,0.480138632,3.081736935,0.7783,0.472045603,2.865987046,0.7735,0.007018733,0.398050183,0.7201,0.00,0.079635767,1,0.32,6,175,2004,549,0,5,1.091071813,1.7883,1006.27,188.0114136
75,28B3102,0.565867442,1.896896087,0.8197,0.527336031,1.831427763,0.7914,0.037528736,1.6720999,0.7266,0.00,0.238926974,0.4284,0.32,19,171,2007,730,0,5,-0.276480059,1.5925,1102.92,261.7146606
76,28B3103,0.570307865,1.432210885,0.79,0.507568987,1.83006153,0.7706,0.061879442,1.989253223,0.74,0.00,0.159191693,0.4496,0.26,19,171,2007,625,0,5,0.378095951,1.7081,1058.12,198.5668335
77,28B3203,0.62631449,2.068256615,0.8721,0.538795187,2.465993328,0.8166,0.083866697,2.386420275,0.7642,0.00,0.556882818,0.5389,0.29,22,188,2008,739,0,7,-0.516777576,1.63,1248.87,212.4382324
78,28B3502,0.484077717,2.546983883,0.8419,0.48063997,2.626548782,0.8397,0.003151268,0.238824284,0.7562,0.00,NA,NA,0.37,19,167,2009,944,0,5,0.233556318,1.7011,1062.85,378.8330078
79,28B3508,0.5250442,1.988114228,0.868,0.508213564,1.431390839,0.8636,0.012533452,0.55672339,0.7968,0.00,0.55672339,0.5614,0.41,22,187,2008,830,0,5,-0.69628653,1.5459,1201.47,311.5756836
80,28B3510,0.638561463,1.510941111,0.8457,0.622876743,1.670041655,0.8387,0.012819931,0.318072574,0.8322,0.00,0.397622846,0.5389,0.30,19,167,2009,748,3,2,-0.63570203,1.4206,1239.7,328.0712891
81,28B4105,0.391831512,3.048142315,0.8682,0.349647494,3.344089789,0.8203,0.039605708,1.114696596,0.7153,0.00,0.31850326,0.5272,0.52,6,170,2004,725,0,5,-0.42068932,1.6936,1351.92,310.7092285
82,28B4107,0.577469838,1.989912959,0.8754,0.51709441,2.387895551,0.8347,0.056436343,1.591930368,0.757,0.00,0.636823985,0.4771,0.35,6,170,2004,607,0,8,-0.59259784,1.5944,1271.3,284.7823486
83,28B4304,0.492099126,2.865783637,0.7989,0.473621237,2.865783637,0.7939,0.019480565,1.432891818,0.6761,0.00,NA,NA,0.32,22,188,2008,845,0,5,-0.645332797,1.7648,1198.26,241.7772217
84,28B4506,0.406298696,3.661281232,0.7706,0.342055804,4.775578582,0.7253,0.058799794,2.706113682,0.6918,0.01,0.795908166,0.3983,0.42,11,178,2006,635,0,5,-0.615613934,1.9224,1169.86,241.03479
85,28C2101,0.521892932,1.830247296,0.8555,0.517309269,2.069020268,0.8563,0.003509366,0.15909561,0.7493,0.00,0.15909561,0.4999,0.39,22,187,2008,605,0,7,-0.785669995,1.5735,1120.46,159.730835
86,28C2205,0.471902364,2.053694192,0.8437,0.466244406,1.989395689,0.8413,0.006302536,0.716156728,0.6416,0.00,0.079601547,0.5999,0.45,11,172,2006,611,0,15,-0.781301877,1.5437,1143.8,171.2873535
87,28C2206,0.490809971,3.286738578,0.8265,0.47025511,3.262332426,0.8185,0.019981903,0.795744951,0.7849,0.00,0.238710434,0.2662,0.43,11,172,2006,752,0,15,-0.794900533,1.5949,1136.92,204.605957
88,28C2402,0.475268491,1.937711018,0.8381,0.46517011,2.704653673,0.8343,0.008164649,0.397693299,0.6825,0.00,0.397693299,0.4791,0.46,11,172,2006,731,0,5,-0.62778179,1.555,1223.75,168.4489746
89,28C2507,0.278743967,3.476329966,0.7896,0.269433403,3.183945211,0.7798,0.007520071,0.716361946,0.6913,0.00,0.079624357,0.4612,0.29,11,169,2006,901,0,5,0.755275426,1.976,1073.41,199.0167236
90,28C2613,0.485223633,2.244582856,0.7886,0.466745744,3.023621992,0.7878,0.016759016,0.954841736,0.6639,0.00,0.079613649,0.7499,0.33,19,162,2007,922,0,1,0.10751088,1.8099,1150.7,264.8380737
91,28C3104,0.529341383,2.862090813,0.7799,0.508858142,3.498053892,0.773,0.02091296,0.874545592,0.7371,0.00,NA,NA,0.34,22,188,2008,524,0,5,-0.557762495,1.6667,1057.19,254.4262085
92,28C3105,0.540657299,2.30799427,0.7829,0.533423707,2.865167825,0.784,0.006803874,0.716291956,0.5328,0.00,NA,NA,0.30,22,188,2008,542,0,15,0.011296857,1.678,1081.37,388.4554443
93,28C3108,0.552832653,2.468126182,0.7763,0.542734271,2.706889295,0.7719,0.010241621,0.716548581,0.7192,0.00,0.079587704,NA,0.32,19,167,2009,804,0,1,-0.427629683,1.6217,1117.36,378.4879761
94,28C3203,0.525617157,2.22816712,0.8211,0.505133916,2.70562218,0.8002,0.011960494,1.19363765,0.5576,0.01,0.557074411,0.5632,0.36,22,186,2008,622,0,5,-0.691585688,1.6784,1270.31,312.0498047
95,28C3204,0.541731595,1.817210488,0.8331,0.524041523,2.149214471,0.8134,0.01038486,0.87561066,0.5701,0.01,0.557241865,0.5632,0.36,22,186,2008,655,0,5,-0.486184669,1.6269,1292.83,343.5061035
96,28C3205,0.609268995,1.490094591,0.847,0.594085614,1.75122132,0.8385,0.01310641,1.03473074,0.6862,0.00,0.318368794,0.3994,0.33,22,186,2008,522,0,5,-0.530471455,1.4587,1301.68,181.6862793
97,28C3302,0.581337303,1.211259129,0.8328,0.552689413,1.989012244,0.8145,0.023920988,1.511659745,0.6416,0.01,1.193381247,0.4185,0.34,11,172,2006,909,0,5,-0.477010371,1.5776,1192.06,322.4932861
98,28C3303,0.603467798,1.671740489,0.7821,0.578687373,1.751452103,0.7613,0.022846692,1.273700867,0.6804,0.00,0.477621624,0.3323,0.28,11,172,2006,951,0,5,-0.520113988,1.6024,1106.37,332.1299438
99,28C3308,0.451848841,2.00495988,0.8196,0.439816727,2.149337727,0.8137,0.011315916,1.353315518,0.6034,0.00,0.238858504,0.583,0.47,11,172,2006,844,0,5,-0.651467319,1.6008,1146.97,273.9693604
100,28C3309,0.536789834,1.591816332,0.811,0.507425747,1.910205516,0.7846,0.029005988,1.432686533,0.6754,0.00,0.636778367,0.3758,0.37,11,172,2006,920,0,7,-0.54844188,1.6332,1162.09,329.6598511
101,28C3403,0.651166534,0.955372859,0.8356,0.627245546,1.512576485,0.8197,0.010957818,0.955372859,0.4939,0.01,0.955372859,0.5867,0.29,11,175,2006,606,0,5,-0.681376878,1.4355,1310.4,267.010498
102,28C3405,0.632831885,0.875798882,0.8573,0.61850794,0.796157409,0.8487,0.009382184,0.955440355,0.5406,0.00,0.318437231,0.5967,0.29,11,175,2006,526,0,5,-0.521525756,1.4561,1394.52,244.9992676
103,28C3406,0.615571531,1.751201161,0.8333,0.580191387,2.149183752,0.8064,0.019623804,1.591930368,0.5595,0.02,1.512359768,0.5371,0.31,11,175,2006,629,0,9,-0.441876788,1.5278,1253.53,291.5202637
104,28C3407,0.675374001,0.868744915,0.8666,0.666636395,0.795680178,0.8599,0.008164649,0.556924305,0.6874,0.00,0.159084217,0.6548,0.26,11,175,2006,546,0,15,-0.651894858,1.3742,1409.08,205.8028564
105,28C3602,0.614568855,2.245503224,0.8135,0.597308501,2.388066628,0.798,0.009668663,1.273609615,0.5044,0.01,0.557163705,0.5558,0.27,19,162,2007,540,0,1,0.202685603,1.5389,1234.07,266.40979
106,28C3603,0.497040887,3.180299907,0.8143,0.467461941,3.100766712,0.7821,0.018835988,1.828621052,0.5574,0.01,1.351678855,0.4954,0.35,19,162,2007,608,0,5,0.290525847,1.7895,1179.8,238.6088867
107,28C3608,0.552474554,2.261288671,0.8208,0.551257019,1.830069822,0.8229,0.001432394,0.238710434,0.4187,0.00,NA,NA,0.36,19,162,2007,515,0,5,-0.476047609,1.4708,1260,209.2194824
108,28C4105,0.423845529,3.343850172,0.7893,0.360605312,4.936122743,0.7396,0.060232188,2.627301591,0.6958,0.00,0.557243551,0.4787,0.38,22,186,2008,932,0,5,-0.132867767,1.9394,1194.46,300.769165
109,28C4302,0.588212796,3.08179358,0.8145,0.565151245,3.66206821,0.7948,0.01826303,1.273700867,0.6223,0.01,0.557203625,0.5215,0.20,22,186,2008,757,0,5,-0.360924333,1.7382,1272.54,400.6225586
110,28C4304,0.44948539,4.219280476,0.7453,0.432153417,4.776602192,0.7368,0.017761692,1.034879014,0.646,0.00,0.159271534,0.2498,0.27,22,186,2008,835,0,5,-0.025724684,1.9375,1165.72,408.8131104
111,28C4306,0.636269631,2.055166057,0.8015,0.615571531,2.548174271,0.7872,0.016472537,1.194492883,0.6246,0.00,0.557481488,0.5367,0.18,19,167,2009,522,0,5,-0.568787772,1.6396,1299.96,408.2735596
112,28C4307,0.587066881,3.104512538,0.7839,0.557989273,3.502523642,0.763,0.024637185,1.751326623,0.6048,0.01,0.557163705,0.5215,0.19,19,167,2009,536,0,1,-0.52561025,1.7513,1237.76,408.2735596
113,28C4503,0.545885539,3.023613463,0.8081,0.521248354,3.262401003,0.8041,0.012533452,1.113956087,0.6061,0.01,0.636509596,0.5923,0.20,11,175,2006,716,0,2,1.069286596,1.8044,1260.51,328.5495605
114,28C4504,0.493173422,3.68703888,0.7555,0.469180814,3.739239009,0.7473,0.018048171,1.750323428,0.5574,0.00,0.556844551,0.5385,0.20,11,175,2006,747,0,5,1.49057082,1.9756,1182.04,441.6032715
115,28C4506,0.568159274,2.165408511,0.8269,0.559350047,1.990055524,0.8221,0.004225564,0.398011105,0.7148,0.00,0.398011105,0.6098,0.33,11,175,2006,645,0,5,-0.14054433,1.5519,1306.25,310.3486328
116,28D2102,0.461087786,1.432686533,0.8335,0.458079757,1.671381232,0.8321,0.00264993,0.318389183,0.6386,0.00,0.318389183,0.3495,0.41,11,169,2006,809,0,5,0.107145848,1.6379,1149.7,180.6347656
117,28D2209,0.371061792,1.671596963,0.8166,0.370273975,1.75122132,0.815,0.001790493,0.238744437,0.6495,0.00,NA,NA,0.52,11,170,2006,717,0,9,-0.564595192,1.6767,1114.08,163.4460449
118,28D2405,0.533781806,1.353228168,0.8776,0.525617157,1.114355097,0.87,0.005443099,0.557241865,0.6028,0.00,0.477617508,0.4991,0.36,22,184,2008,729,0,7,-0.333505155,1.5627,1195.79,248.2744141
119,28D2510,0.360247214,3.552640229,0.7869,0.351867706,3.658679599,0.7881,0.008021409,0.397679771,0.7011,0.00,0.23855645,0.6662,0.23,6,180,2004,902,0,5,0.013973599,1.8991,1090.17,251.3218994
120,28D2604,0.599815192,2.003758234,0.8469,0.563217513,1.989012244,0.8157,0.013178029,0.954704998,0.6345,0.03,1.432057497,0.6935,0.35,12,181,2007,624,0,5,-0.774902404,1.5226,1258.26,317.8432617
