BBA_ID,GPS_N,GPS_W,Observer,obscode,Date,Start,Temp,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
26D4513,42.02862,-80.23264,BECO,19,7/8/07,805,24,3,0,1,0,0,0,0,0,0,0,0,0,0,2,11
27C4601,42.1446,-80.1368,CARU,11,6/8/06,728,17,2,0,1,0,0,0,0,0,1,0,0,0,0,3,5
27C4602,42.13658,-80.14147,CARU,11,6/8/06,714,17,2,0,1,0,0,0,0,0,1,0,0,2,0,2,5
27C4603,42.13044,-80.1442,CARU,11,6/8/06,705,17,2,0,1,0,0,0,0,0,1,0,0,0,0,2,5
27C4604,42.15119,-80.13274,CARU,11,6/8/06,739,17,2,0,1,0,0,0,0,0,1,0,0,0,0,2,5
27C5301,42.17122,-80.09588,CARU,11,6/8/06,824,18,2,0,0,0,0,0,0,0,1,0,0,0,0,2,7
27C5302,42.17171,-80.08547,CARU,11,6/8/06,835,18,2,0,0,0,0,0,0,0,0,0,0,0,0,3,15
27C5501,42.13284,-80.07602,CARU,11,6/8/06,612,16,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
27C5503,42.1477,-80.07825,CARU,11,6/8/06,554,16,0,0,1,0,0,0,0,0,1,0,0,0,0,2,15
27C5504,42.16037,-80.07883,CARU,11,6/8/06,848,18,2,0,1,0,0,0,0,0,0,0,0,0,0,2,15
27C5507,42.15285,-80.10754,CARU,11,6/8/06,804,18,2,0,0,0,0,0,0,0,0,0,0,0,0,2,18
27C5508,42.15944,-80.09315,CARU,11,6/8/06,900,19,1,0,1,0,0,0,0,0,0,0,0,1,0,1,12
27C5509,42.15821,-80.11656,CARU,11,6/8/06,753,18,1,0,0,0,0,0,0,0,0,0,0,0,0,2,18
27C5601,42.14798,-80.03596,CARU,11,6/9/06,601,21,2,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27C5602,42.14156,-80.03393,CARU,11,6/9/06,610,21,1,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27C5604,42.13275,-80.05716,CARU,11,6/9/06,528,22,1,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27C5606,42.13856,-80.01486,CARU,11,6/9/06,652,20,1,0,3,0,0,1,1,0,0,0,0,0,0,2,2
27C5608,42.13575,-80.04552,CARU,11,6/9/06,537,18,2,0,1,0,0,0,0,0,0,0,0,0,0,2,4
27C5609,42.15952,-80.02699,CARU,11,6/9/06,626,19,3,0,2,0,0,0,0,0,0,0,0,2,0,3,1
27C5610,42.13384,-80.02398,CARU,11,6/9/06,641,19,2,0,3,0,0,1,1,0,0,0,0,0,0,2,2
27C6402,42.17878,-79.91914,CARU,11,6/9/06,906,21,2,0,2,0,0,1,1,0,0,0,0,0,0,2,2
27C6403,42.1739,-79.91244,CARU,11,6/9/06,916,21,2,0,2,0,0,0,0,0,0,0,0,0,0,2,9
27C6404,42.18948,-79.91695,CARU,11,6/9/06,857,21,3,0,1,0,0,0,0,0,0,2,0,0,0,1,2
27C6405,42.18005,-79.93,CARU,11,6/9/06,837,22,3,0,1,0,0,1,1,0,0,0,0,0,0,1,2
27C6406,42.18524,-79.90338,CARU,11,6/9/06,937,21,3,0,2,0,0,1,1,0,0,0,0,0,0,2,2
27C6407,42.17373,-79.89886,CARU,11,6/9/06,927,21,3,0,2,0,0,0,0,0,0,0,0,0,0,2,11
27C6408,42.19135,-79.93089,CARU,11,6/9/06,846,21,3,0,1,0,0,0,0,1,1,0,0,2,0,2,1
27C6409,42.20089,-79.89108,CARU,11,6/9/06,951,22,3,0,3,0,0,0,0,0,0,0,0,0,0,3,11
27C6501,42.15798,-79.9836,CARU,11,6/9/06,715,20,3,0,3,0,0,1,1,0,0,0,0,0,0,1,15
27C6502,42.15165,-79.9437,CARU,11,6/9/06,810,20,3,0,2,0,0,0,0,0,0,0,0,0,0,1,2
27C6503,42.14113,-79.97404,CARU,11,6/9/06,739,21,2,0,3,0,0,0,0,0,0,0,0,0,0,3,15
27C6504,42.16292,-79.98315,CARU,11,6/9/06,725,20,1,0,3,1,0,0,0,1,1,0,0,2,0,2,1
27C6505,42.15884,-79.99344,CARU,11,6/9/06,706,20,3,0,2,0,0,1,1,0,0,0,0,0,0,1,2
27C6506,42.15701,-79.94547,CARU,11,6/9/06,801,20,3,0,2,0,0,1,1,0,0,0,0,0,0,1,2
27C6507,42.16195,-79.96663,CARU,11,6/9/06,751,21,3,0,2,0,0,1,1,0,0,0,0,0,0,1,11
27C6508,42.13374,-79.94615,CARU,11,6/9/06,821,21,2,0,2,0,0,1,1,0,0,0,0,0,0,2,2
27C6601,42.1438,-79.93039,BECO,19,6/17/07,532,20,3,0,3,0,0,1,1,0,0,2,0,0,0,1,2
27C6602,42.13793,-79.90053,BECO,19,6/17/07,605,19,2,2,3,0,0,1,1,0,0,0,0,0,0,3,2
27C6603,42.13875,-79.88985,BECO,19,6/17/07,617,19,2,0,3,0,0,1,1,0,0,0,0,0,0,3,2
27C6606,42.13241,-79.9161,BECO,19,6/17/07,552,19,3,0,3,0,0,1,1,0,0,3,2,0,0,2,2
27C6607,42.16089,-79.91458,BECO,19,6/17/07,823,26,3,0,3,0,0,0,0,0,0,0,0,0,0,2,11
27C6609,42.16328,-79.92376,BECO,19,6/17/07,836,25,2,0,2,0,0,0,0,0,0,0,0,0,0,2,11
27C6613,42.14024,-79.87999,BECO,19,6/17/07,645,20,2,0,3,0,0,0,0,1,1,0,0,2,0,3,1
27C6615,42.13367,-79.88434,BECO,19,6/17/07,631,20,2,0,3,0,0,0,0,1,1,0,0,2,0,3,1
27C7102,42.2328,-79.84776,BECO,19,6/14/09,723,17,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2
27C7103,42.24094,-79.83325,BECO,19,6/14/09,709,16,1,0,0,0,0,1,1,1,1,0,0,2,0,2,1
27C7104,42.2195,-79.85436,BECO,19,6/14/09,556,12,1,0,0,0,0,1,1,0,0,0,0,0,0,2,11
27C7105,42.243,-79.82043,BECO,19,6/14/09,658,16,1,0,0,0,0,1,1,0,0,0,0,0,0,3,2
27C7109,42.22941,-79.86446,BECO,19,6/14/09,544,14,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2
27C7110,42.22211,-79.8259,BECO,19,6/14/09,633,13,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2
27C7111,42.23181,-79.81857,BECO,19,6/14/09,646,15,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2
27C7202,42.24051,-79.77729,CARU,11,6/11/06,959,20,3,0,1,0,0,0,0,0,0,0,0,0,0,2,15
27C7203,42.21917,-79.76144,CARU,11,6/11/06,914,19,3,0,1,,,,,,,,,,,,
27C7204,42.23342,-79.77642,CARU,11,6/11/06,930,20,3,0,1,0,0,0,0,0,0,0,0,0,0,3,11
27C7206,42.24338,-79.76173,CARU,11,6/11/06,948,20,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2
27C7207,42.2391,-79.76788,CARU,11,6/11/06,939,20,3,0,1,0,0,0,0,0,0,0,0,0,0,1,15
27C7208,42.21977,-79.79584,CARU,11,6/11/06,842,16,3,0,1,0,0,0,0,0,0,0,0,0,0,2,11
27C7209,42.2284,-79.78726,CARU,11,6/11/06,903,17,3,0,1,0,0,0,0,0,0,0,0,0,0,2,11
27C7210,42.22621,-79.80144,CARU,11,6/11/06,853,18,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2
27C7301,42.2052,-79.86358,CARU,11,6/11/06,744,16,3,0,1,0,0,1,1,0,0,0,0,0,0,1,4
27C7302,42.17605,-79.82234,CARU,11,6/11/06,709,14,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2
27C7304,42.1994,-79.83584,CARU,11,6/11/06,827,17,3,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27C7307,42.18948,-79.83324,CARU,11,6/11/06,806,16,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2
27C7308,42.17228,-79.86534,CARU,11,6/11/06,731,15,3,0,1,0,0,0,0,0,0,0,0,0,0,2,11
27C7309,42.1981,-79.82716,CARU,11,6/11/06,815,15,3,0,1,0,0,1,1,0,0,0,0,0,0,3,2
27C7310,42.18247,-79.85897,CARU,11,6/11/06,721,16,3,0,1,0,0,1,1,0,0,0,0,0,0,2,11
27C7311,42.19876,-79.85519,CARU,11,6/11/06,755,17,3,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27C7401,42.17983,-79.80499,BECO,19,7/6/08,746,21,3,0,1,0,0,0,0,0,0,0,1,0,0,2,8
27C7402,42.18866,-79.7647,BECO,19,7/6/08,703,20,3,0,1,0,0,0,0,1,1,0,0,2,0,3,5
27C7403,42.17013,-79.80433,BECO,19,6/14/09,812,22,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2
27C7404,42.1996,-79.80537,BECO,19,7/6/08,730,20,3,0,1,0,0,0,0,1,1,0,0,2,0,2,1
27C7406,42.18434,-79.78391,BECO,19,7/6/08,652,18,3,0,1,0,0,0,0,1,1,0,0,1,0,1,2
27C7407,42.17185,-79.78526,BECO,19,6/14/09,800,19,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2
27C7408,42.20118,-79.76357,BECO,19,6/14/09,745,18,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2
27C7501,42.13045,-79.86327,BECO,19,7/6/08,836,26,3,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27C7502,42.15318,-79.84219,BECO,19,7/6/08,812,22,2,0,1,0,0,0,0,1,1,0,0,2,0,3,5
27C7503,42.13359,-79.82251,BECO,19,6/14/09,853,19,1,0,0,0,0,1,1,0,0,0,0,1,0,1,2
27C7505,42.15508,-79.8263,BECO,19,7/6/08,800,23,3,0,1,0,0,0,0,0,0,0,0,0,0,2,9
27C7507,42.16142,-79.86322,BECO,19,7/6/08,823,25,3,0,1,0,0,0,0,0,0,0,0,0,0,2,2
27C7507,42.16111,-79.86318,BECO,19,6/14/09,827,19,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2
27C7509,42.12937,-79.84219,BECO,19,7/6/08,849,29,3,0,0,0,0,1,1,0,0,0,0,0,0,3,2
27C7510,42.14233,-79.8633,BECO,19,6/14/09,838,21,2,0,0,0,0,1,1,0,0,0,0,0,0,2,2
27C7601,42.14706,-79.76562,CARU,11,6/11/06,635,14,3,0,1,0,0,0,0,0,0,0,0,0,0,4,15
27C7602,42.15697,-79.79637,CARU,11,6/11/06,528,12,2,0,1,0,0,0,0,0,0,0,0,0,0,3,9
27C7603,42.16065,-79.76597,CARU,11,6/11/06,655,12,3,0,1,0,0,1,1,0,0,0,0,0,0,3,2
27C7604,42.13686,-79.79664,CARU,11,6/11/06,549,13,2,0,1,0,0,0,0,0,0,0,0,0,0,3,15
27C7605,42.13381,-79.77001,CARU,11,6/11/06,617,11,1,0,1,0,0,2,1,0,0,0,0,2,0,3,7
27C7609,42.15222,-79.76283,CARU,11,6/11/06,645,15,3,0,1,0,0,0,0,0,0,0,0,0,0,1,9
27C7610,42.14522,-79.78814,CARU,11,6/11/06,606,13,1,0,1,0,0,0,0,0,0,0,0,0,0,3,15
27C7611,42.16252,-79.79639,CARU,11,6/11/06,537,12,3,0,1,0,0,1,1,0,0,0,0,0,0,3,2
27D4201,42.09429,-80.16296,BECO,19,6/13/09,650,15,1,0,1,0,0,1,1,0,0,0,0,2,0,2,2
27D4202,42.09875,-80.13702,BECO,19,6/13/09,537,14,0,0,1,0,0,0,0,0,0,3,0,0,0,2,4
27D4203,42.10261,-80.15784,BECO,19,6/13/09,627,15,1,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D4204,42.11354,-80.13914,BECO,19,6/13/09,550,14,0,0,1,0,0,1,1,1,1,0,0,2,0,2,1
27D4205,42.11522,-80.15341,BECO,19,6/13/09,604,15,1,0,1,0,0,0,0,1,1,0,0,2,0,2,5
27D4206,42.09374,-80.17818,BECO,19,6/13/09,638,15,1,0,1,0,0,1,1,1,1,0,0,3,0,2,1
27D4208,42.09631,-80.14654,BECO,19,6/13/09,526,15,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D4401,42.0617,-80.16163,BECO,19,7/8/07,545,19,2.5,0,0,1,1,0,0,1,1,0,0,0,2,2,1
27D4402,42.07137,-80.17327,BECO,19,7/8/07,522,20,2,0,0,0,0,1,1,1,1,0,0,2,0,2,1
27D4403,42.04869,-80.16387,BECO,19,7/8/07,653,21,3,0,0,0,0,1,1,1,1,0,0,2,0,2,1
27D4404,42.04867,-80.1424,BECO,19,7/8/07,635,20,3,0,0,1,1,1,1,1,1,0,0,2,0,2,1
27D4405,42.07053,-80.13748,BECO,19,7/8/07,600,19,3,0,0,0,0,1,1,1,1,0,0,2,0,2,1
27D4406,42.0578,-80.17139,BECO,19,7/8/07,534,20,2,0,0,0,0,1,1,1,1,0,0,2,0,2,1
27D4408,42.05562,-80.13112,BECO,19,7/8/07,611,19,3,0,0,0,0,1,1,0,0,0,0,2,0,2,1
27D4409,42.04627,-80.13355,BECO,19,7/8/07,623,19,2,0,0,0,0,1,1,1,1,0,0,2,0,2,1
27D4602,42.03075,-80.14854,CARU,11,6/15/06,835,20,1,0,0,0,0,1,1,1,1,0,0,2,0,2,1
27D4603,42.03723,-80.16016,CARU,11,6/15/06,845,20,1,0,0,1,0,0,0,1,2,0,0,2,0,2,5
27D4604,42.01574,-80.15681,CARU,11,6/15/06,821,21,0,0,0,0,0,1,1,0,0,0,0,0,0,2,9
27D4605,42.02343,-80.18283,CARU,11,6/15/06,901,21,1,0,0,0,0,0,0,1,1,0,0,3,0,1,5
27D4606,42.02479,-80.13339,CARU,11,6/15/06,758,22,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2
27D4607,42.03597,-80.13034,CARU,11,6/15/06,747,22,1,0,0,1,0,1,1,1,2,0,0,2,0,2,5
27D4608,42.03822,-80.18244,CARU,11,6/15/06,911,22,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2
27D4609,42.00815,-80.1478,CARU,11,6/15/06,809,22,0,0,0,2,1,1,1,1,1,0,0,2,0,2,7
27D5101,42.10891,-80.08625,BECO,19,6/13/09,801,19,1,0,1,0,0,1,1,0,0,0,0,0,0,2,12
27D5102,42.09938,-80.08266,BECO,19,6/13/09,745,20,1,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D5103,42.09916,-80.1048,BECO,19,6/13/09,732,18,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2
27D5105,42.0894,-80.1116,BECO,19,6/13/09,709,17,1,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D5107,42.09364,-80.09865,BECO,19,6/13/09,720,18,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2
27D5109,42.11055,-80.0967,BECO,19,6/13/09,818,22,2,0,1,0,0,0,0,0,0,0,0,0,0,2,4
27D5111,42.11806,-80.0712,BECO,19,6/13/09,838,23,2,0,1,0,0,0,0,0,0,0,0,0,0,2,4
27D5201,42.11009,-80.03897,CARU,11,6/12/06,539,13,1,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D5202,42.12068,-80.04318,CARU,11,6/12/06,529,16,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D5203,42.08805,-80.05389,CARU,11,6/12/06,635,16,1,0,2,0,0,1,1,0,0,0,0,0,0,2,12
27D5204,42.09612,-80.00584,CARU,11,6/12/06,613,14,0,0,2,0,0,1,1,0,0,0,0,0,0,1,15
27D5205,42.08852,-80.04127,CARU,11,6/12/06,645,16,1,0,2,0,0,1,1,0,0,0,0,0,0,2,2
27D5206,42.09904,-80.04141,CARU,11,6/12/06,624,14,0,0,2,0,0,1,1,0,0,0,0,0,0,1,2
27D5207,42.1117,-80.03163,CARU,11,6/12/06,550,15,1,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D5208,42.11144,-80.01851,CARU,11,6/12/06,600,13,2,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D5301,42.0517,-80.10992,CARU,11,6/15/06,732,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15
27D5303,42.07383,-80.11567,CARU,11,6/15/06,707,18,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4
27D5304,42.0606,-80.07845,CARU,11,6/15/06,612,17,0,0,1,0,0,0,0,1,1,0,0,2,0,3,5
27D5305,42.06951,-80.10132,CARU,11,6/15/06,646,17,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4
27D5306,42.07905,-80.08768,CARU,11,6/15/06,633,17,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1
27D5307,42.04684,-80.08141,CARU,11,6/15/06,557,16,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2
27D5308,42.06562,-80.07559,CARU,11,6/15/06,622,16,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2
27D5309,42.05799,-80.10457,CARU,11,6/15/06,721,20,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2
27D5401,42.08047,-80.03598,CARU,11,6/12/06,655,16,0,0,3,0,0,1,1,0,0,0,0,0,0,2,2
27D5402,42.05433,-80.02914,CARU,11,6/12/06,737,16,1,0,3,0,0,1,1,1,2,0,0,2,0,2,1
27D5403,42.05994,-80.04752,CARU,11,6/12/06,724,16,2,0,3,0,0,0,0,1,1,0,0,2,0,1,5
27D5404,42.04732,-80.01876,CARU,11,6/12/06,748,17,0,0,3,0,0,1,1,0,0,0,0,0,0,2,15
27D5405,42.07128,-80.04176,CARU,11,6/12/06,712,16,1,0,3,0,0,1,1,0,0,0,0,0,0,1,4
27D5406,42.04575,-80.00978,CARU,11,6/12/06,801,16,1,0,3,0,0,1,1,0,0,0,0,0,0,2,2
27D5407,42.05195,-80.00596,CARU,11,6/12/06,809,14,2,0,3,0,0,1,1,0,0,0,0,0,0,2,9
27D5408,42.07557,-80.00993,CARU,11,6/12/06,832,16,1,0,3,0,0,1,1,1,1,0,0,2,0,1,1
27D5501,42.02105,-80.07821,BECO,19,7/6/08,533,17,2,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D5503,42.00781,-80.06971,BECO,19,7/6/08,543,17,1,0,1,0,0,0,0,1,1,0,0,2,0,2,5
27D5504,42.02588,-80.08468,BECO,19,7/6/08,523,18,1,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D5505,42.00823,-80.09217,BECO,19,7/6/08,605,16,2,0,1,0,0,0,0,0,0,0,1,0,0,2,8
27D5506,42.01769,-80.09595,BECO,19,7/6/08,615,16,2,0,1,0,0,0,0,0,0,0,0,0,0,2,9
27D5507,42.03086,-80.06747,BECO,19,6/14/09,1015,24,3,0,0,0,0,1,1,0,0,0,0,1,0,2,2
27D5508,42.01579,-80.11483,BECO,19,6/14/09,1028,24,2,0,0,0,0,1,1,0,0,0,0,0,0,2,2
27D5509,42.03677,-80.08965,BECO,19,6/14/09,1044,21,3,0,0,0,0,1,1,0,0,2,0,0,0,1,4
27D5601,42.03639,-80.02457,BECO,19,7/4/07,708,16,3,0,3,0,0,1,1,1,1,0,0,2,0,2,1
27D5602,42.03186,-80.04426,BECO,19,7/4/07,617,18,1,0,3,0,0,1,1,1,1,0,0,2,0,2,1
27D5603,42.00438,-80.03405,BECO,19,7/4/07,732,17,2,2,3,0,0,1,1,0,0,0,0,0,0,2,18
27D5605,42.02211,-80.02929,BECO,19,7/4/07,645,17,1,0,3,0,0,0,0,1,1,0,0,2,0,2,1
27D5606,42.03689,-80.05245,BECO,19,7/4/07,607,20,1,0,3,0,0,0,0,0,0,0,0,0,0,2,2
27D5608,42.01946,-80.01498,BECO,19,7/4/07,720,17,1,0,3,0,0,1,1,0,0,0,0,0,0,1,2
27D5609,42.02806,-80.03648,BECO,19,7/4/07,634,18,2,1,3,0,0,0,0,0,0,0,0,0,0,2,2
27D5610,42.02773,-80.02181,BECO,19,7/4/07,657,17,1,2,3,0,0,1,1,0,0,0,0,0,0,2,15
27D6101,42.10188,-79.97364,BECO,19,6/18/07,937,28,2,0,1,0,0,1,1,1,1,0,0,2,0,2,1
27D6104,42.09184,-79.94904,BECO,19,6/18/07,920,29,1,0,0,0,0,1,1,1,1,0,0,2,0,2,1
27D6106,42.0872,-79.94171,BECO,19,6/18/07,907,27,2,0,0,0,0,1,1,1,1,0,0,2,0,2,1
27D6108,42.10172,-79.94549,BECO,19,6/18/07,1007,28,1,0,0,0,0,1,1,1,1,0,0,2,0,2,1
27D6109,42.11061,-79.9446,BECO,19,6/18/07,1018,28,1,0,1,0,0,1,1,1,1,0,0,2,0,2,1
27D6110,42.09811,-79.98053,BECO,19,6/17/07,919,26,3,0,2,0,0,1,1,1,1,0,0,2,0,2,2
27D6112,42.11803,-79.98219,BECO,19,6/17/07,905,29,2,0,2,0,0,1,1,0,0,0,0,0,0,2,4
27D6114,42.10173,-79.95459,BECO,19,6/18/07,958,31,2,0,1,0,0,1,1,0,0,0,0,0,0,2,2
27D6201,42.11282,-79.91747,BECO,19,6/18/07,522,15,3,0,0,0,0,1,1,0,0,0,0,0,0,2,11
27D6202,42.11701,-79.89469,BECO,19,6/18/07,536,14,2,0,0,0,0,0,0,1,1,0,0,2,0,3,1
27D6203,42.09043,-79.90378,BECO,19,6/18/07,837,25,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2
27D6204,42.10494,-79.8853,BECO,19,6/18/07,806,22,0,0,0,0,0,0,0,1,1,0,0,2,0,3,1
27D6205,42.11621,-79.92713,BECO,19,6/18/07,513,18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2
27D6206,42.08923,-79.88755,BECO,19,6/18/07,822,24,1,0,0,0,0,0,0,0,0,3,0,0,0,3,2
27D6207,42.11559,-79.88229,BECO,19,6/18/07,549,14,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2
27D6208,42.09059,-79.91354,BECO,19,6/18/07,851,25,2,0,0,0,0,0,0,1,1,0,0,2,0,2,1
27D6301,42.06705,-79.96229,CARU,11,6/12/06,914,18,2,0,3,0,0,1,1,0,0,0,0,0,0,1,2
27D6302,42.05926,-79.9735,CARU,11,6/12/06,854,17,1,0,3,0,0,1,1,0,0,0,0,0,0,1,2
27D6303,42.07766,-79.9864,CARU,11,6/12/06,951,18,2,0,3,0,0,1,1,0,0,0,0,1,0,2,2
27D6305,42.0487,-79.99413,CARU,11,6/12/06,821,15,2,0,3,0,0,1,1,0,0,0,0,0,0,2,2
27D6306,42.05151,-79.95849,CARU,11,6/12/06,904,17,2,0,3,0,0,1,1,0,0,0,0,0,0,2,2
27D6307,42.07862,-79.9548,CARU,11,6/12/06,925,17,1,0,3,,,,,,,,,,,,
27D6308,42.06392,-79.98261,CARU,11,6/12/06,843,16,2,0,3,0,0,1,1,0,0,0,0,0,0,2,2
27D6309,42.06657,-79.97628,CARU,11,6/13/06,940,17,2,0,3,0,0,1,1,0,0,0,0,0,0,1,2
27D6401,42.08038,-79.91479,CARU,11,6/13/06,538,16,0,0,3,0,0,1,1,0,0,0,0,0,0,2,11
27D6403,42.05961,-79.89555,CARU,11,6/13/06,621,17,1,1,3,0,0,1,1,1,2,0,0,2,0,1,5
27D6404,42.07198,-79.90888,CARU,11,6/13/06,559,15,1,1,3,0,0,1,1,0,0,0,0,0,0,2,9
27D6405,42.04633,-79.9332,CARU,11,6/13/06,646,18,1,1,3,0,0,1,1,0,0,0,0,0,0,1,2
27D6406,42.06438,-79.91264,CARU,11,6/13/06,550,16,1,0,3,0,0,1,1,0,0,0,0,0,0,2,2
27D6407,42.07753,-79.93192,CARU,11,6/13/06,527,15,0,1,3,0,0,1,1,0,0,0,0,0,0,2,9
27D6408,42.07278,-79.88779,CARU,11,6/13/06,609,15,1,1,3,0,0,0,0,0,0,0,0,0,0,3,9
